TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;1,12;1,67;-72,18;0,20;0,06;29,86;22,76;-0,24;0,76;7,25;6,46;1,71;0,17;-0,68;-0,07;0,40;-0,28;-0,09;6,73;0,31;0,69;0,36;-7,49;;488.186,68;5,59;-0,02;0,72;205.920.000,00
TRAD3;2,09;0,01;-19,15;1,02;0,96;53,21;-82,86;-32,11;-7,42;-5,32;2,64;-0,36;6,15;2,85;-1,59;6,95;-5,35;-5,02;-17,13;0,94;0,06;0,16;;;2.713.868,68;2,04;-0,11;0,05;627.529.589,12
TRIS3;3,55;6,19;11,52;0,53;0,29;31,52;13,91;7,91;6,55;11,29;4,49;0,36;0,91;0,62;-0,76;3,93;4,60;2,50;4,07;0,54;0,43;0,32;20,68;85,86;3.977.012,61;6,70;0,31;-0,18;688.618.715,22
TRPL3;28,73;0,61;7,33;1,18;0,59;65,19;71,11;45,66;4,71;5,75;1,68;0,42;3,35;4,93;-0,69;5,29;16,07;8,05;14,19;0,50;0,48;0,18;-6,60;-12,14;71.210,00;24,40;3,92;-0,24;16.358.199.948,00
TRPL4;22,02;0,79;5,62;0,90;0,45;65,19;71,11;45,66;3,61;5,75;1,68;0,42;2,57;3,78;-0,53;5,29;16,07;8,05;14,19;0,50;0,48;0,18;-6,60;-12,14;38.970.524,61;24,40;3,92;-0,18;16.358.199.948,00
TTEN3;8,67;0,18;8,37;1,66;0,74;13,32;5,89;8,08;11,47;11,59;-0,21;-0,03;0,68;2,69;-2,69;1,61;19,84;8,82;7,29;0,44;0,56;1,09;;;16.667.577,50;5,22;1,04;0,22;4.426.261.411,24
TUPY3;26,80;1,41;7,51;1,24;0,43;18,24;8,02;5,33;4,99;7,09;2,00;0,50;0,40;1,02;-1,34;2,66;16,55;5,73;9,67;0,35;0,65;1,08;16,82;;27.336.525,71;21,55;3,57;0,06;3.940.371.075,00
TXRX3;16,21;;-3,68;-0,21;0,27;31,51;15,99;-9,31;2,14;10,71;9,69;;0,34;-0,37;-0,59;0,42;-5,68;-7,36;-183,75;-1,30;2,30;0,79;13,47;;2.430,50;-77,44;-4,40;-0,02;32.804.318,47
TXRX4;3,28;;-0,75;-0,04;0,05;31,51;15,99;-9,31;0,43;10,71;9,69;;0,07;-0,07;-0,12;0,42;-5,68;-7,36;-183,75;-1,30;2,30;0,79;13,47;;4.938,78;-77,44;-4,40;0,00;32.804.318,47
UCAS3;2,61;11,09;4,58;0,88;0,57;34,72;12,82;14,92;5,34;4,65;-0,73;-0,12;0,68;4,78;-0,99;1,39;19,19;12,45;13,42;0,65;0,35;0,83;3,58;;131.682,46;2,97;0,57;0,10;173.807.137,32
UGPA3;12,35;4,72;10,14;1,26;0,40;3,61;1,91;1,02;5,43;8,69;3,11;0,72;0,10;2,32;-0,81;1,53;12,45;3,99;9,54;0,32;0,67;3,90;7,24;-2,75;106.996.339,64;9,78;1,22;0,20;14.151.546.385,20
UNIP3;82,64;20,77;4,61;3,05;1,33;46,94;41,33;23,71;2,64;2,83;-0,06;-0,07;1,09;5,42;-2,55;2,06;66,05;28,84;53,04;0,44;0,56;1,22;47,87;45,98;1.925.734,50;27,13;17,92;0,27;9.368.055.193,02
UNIP5;92,51;20,41;5,16;3,41;1,49;46,94;41,33;23,71;2,96;2,83;-0,06;-0,07;1,22;6,06;-2,85;2,06;66,05;28,84;53,04;0,44;0,56;1,22;47,87;45,98;57.965,16;27,13;17,92;0,30;9.368.055.193,02
UNIP6;91,75;20,57;5,12;3,38;1,48;46,94;41,33;23,71;2,94;2,83;-0,06;-0,07;1,21;6,01;-2,83;2,06;66,05;28,84;53,04;0,44;0,56;1,22;47,87;45,98;21.701.937,29;27,13;17,92;0,29;9.368.055.193,02
USIM3;7,41;10,09;1,85;0,38;0,23;21,12;18,02;15,23;1,57;1,78;0,16;0,04;0,28;0,59;-0,46;4,16;20,61;12,24;14,14;0,59;0,34;0,80;31,89;;3.669.340,64;19,39;4,00;-0,05;9.553.121.481,04
USIM5;7,50;10,96;1,88;0,39;0,23;21,12;18,02;15,23;1,59;1,78;0,16;0,04;0,29;0,60;-0,47;4,16;20,61;12,24;14,14;0,59;0,34;0,80;31,89;;147.947.514,93;19,39;4,00;-0,05;9.553.121.481,04
USIM6;14,51;5,67;3,63;0,75;0,44;21,12;18,02;15,23;3,07;1,78;0,16;0,04;0,55;1,15;-0,90;4,16;20,61;12,24;14,14;0,59;0,34;0,80;31,89;;1.450,50;19,39;4,00;-0,09;9.553.121.481,04
VALE3;87,24;8,69;3,91;2,32;0,96;49,82;44,05;45,63;4,05;4,43;0,37;0,21;1,78;83,10;-1,16;1,07;59,45;24,49;30,46;0,41;0,57;0,54;25,41;51,64;2.816.849.936,82;37,57;22,33;0,34;419.108.588.365,10
VAMO3;11,21;;21,56;3,14;0,75;41,51;31,92;12,31;8,32;11,78;3,12;1,18;2,66;5,27;-1,14;1,72;14,58;3,48;10,39;0,24;0,76;0,28;571,04;559,46;58.876.973,50;3,57;0,52;0,38;11.966.394.309,90
VBBR3;14,61;4,09;8,53;1,35;0,43;4,61;1,99;1,14;4,88;8,73;3,73;1,03;0,10;1,53;-0,89;2,19;15,80;5,05;9,79;0,32;0,68;4,44;8,47;;185.774.567,79;10,85;1,71;-0,15;17.451.700.000,00
VIIA3;1,99;;-21,21;0,58;0,09;30,44;4,10;-0,50;2,57;9,17;6,54;1,47;0,11;-0,90;-0,17;0,81;-2,72;-0,44;3,93;0,16;0,84;0,89;9,29;;193.103.848,07;3,44;-0,09;0,01;3.260.799.829,56
VITT3;12,84;1,01;12,91;3,80;2,09;37,01;20,66;15,95;9,96;11,19;1,13;0,43;2,06;6,83;-6,11;1,87;29,46;16,16;19,98;0,55;0,45;1,01;;;2.937.374,57;3,38;1,00;0,31;1.853.916.426,72
VIVA3;20,35;1,62;14,56;3,45;1,87;63,71;17,61;17,71;14,64;14,75;-0,54;-0,13;2,58;5,29;-4,90;2,35;23,71;12,88;16,73;0,54;0,46;0,73;;;32.114.682,89;5,90;1,40;0,59;5.019.202.591,25
VIVR3;0,43;;-2,64;-0,47;0,26;26,48;-67,87;-33,48;-1,30;-4,88;-3,58;;0,88;-0,49;-0,56;0,51;-17,96;-9,83;-136,48;-0,55;1,55;0,29;;;5.888.121,75;-0,91;-0,16;0,04;82.730.884,15
VIVT3;37,30;9,12;11,18;0,91;0,51;42,70;13,86;11,93;9,63;11,86;2,11;0,20;1,33;-16,94;-0,62;0,85;8,10;4,57;6,61;0,56;0,43;0,38;0,71;6,48;112.938.718,50;41,20;3,34;0,79;63.337.958.495,67
VIVT4;45,34;;13,59;1,10;0,62;42,70;13,86;11,93;11,70;11,86;2,11;0,20;1,62;-20,59;-0,75;0,85;8,10;4,57;6,61;0,56;0,43;0,38;0,71;6,48;;41,20;3,34;0,96;63.337.958.495,67
VLID3;8,89;3,27;25,11;0,59;0,24;30,15;13,60;1,40;2,58;5,17;2,51;0,57;0,35;1,01;-0,50;1,83;2,33;0,95;10,98;0,41;0,58;0,68;4,98;-19,58;3.366.055,93;15,19;0,35;-0,11;767.941.195,00
VSPT3;4,99;;-1,31;0,17;0,08;-2,93;-11,47;-18,52;-2,11;-3,16;-1,05;0,09;0,24;-2,11;-0,09;0,69;-13,10;-6,46;-8,15;0,49;0,51;0,35;11,60;;;29,09;-3,81;-0,01;712.610.842,16
VSPT4;0,00;;0,00;0,00;0,00;-2,93;-11,47;-18,52;0,00;-3,16;-1,05;0,09;0,00;0,00;0,00;0,69;-13,10;-6,46;-8,15;0,49;0,51;0,35;11,60;;;29,09;-3,81;0,00;712.610.842,16
VULC3;11,72;3,16;8,55;1,79;1,21;36,33;16,10;13,93;7,40;7,85;0,38;0,09;1,19;2,87;-3,76;2,65;20,91;14,18;18,86;0,68;0,32;1,02;10,48;56,66;7.423.432,11;6,55;1,37;0,49;2.907.296.366,52
VVEO3;16,55;2,45;17,02;2,07;0,57;16,14;6,18;3,59;9,90;13,10;3,19;0,67;0,61;1,94;-1,36;2,05;12,13;3,37;8,29;0,28;0,72;0,94;;;5.429.635,54;8,01;0,97;-0,67;4.738.202.841,60
WEGE3;36,81;1,34;39,73;11,52;5,97;28,42;16,27;13,66;33,36;33,51;-0,05;-0,02;5,43;21,59;-18,58;1,69;28,99;15,03;23,19;0,52;0,47;1,10;20,26;28,32;321.589.708,75;3,20;0,93;3,16;155.426.685.465,94
WEST3;0,97;;-2,30;0,30;0,25;41,97;-27,71;-16,90;-1,40;0,30;1,71;-0,37;0,39;0,45;-0,72;6,77;-13,22;-10,92;-23,69;0,83;0,17;0,65;;;617.083,89;3,18;-0,42;-0,04;107.020.381,30
WHRL3;4,89;3,83;13,57;3,01;0,91;16,50;7,83;4,95;8,59;8,10;-0,55;-0,19;0,67;14,22;-2,98;1,10;22,16;6,69;20,32;0,30;0,70;1,35;14,11;11,67;18.930,72;1,63;0,36;-0,28;7.405.513.783,02
WHRL4;5,01;4,11;13,91;3,08;0,93;16,50;7,83;4,95;8,80;8,10;-0,55;-0,19;0,69;14,57;-3,06;1,10;22,16;6,69;20,32;0,30;0,70;1,35;14,11;11,67;43.228,64;1,63;0,36;-0,28;7.405.513.783,02
WIZS3;6,67;8,81;6,83;2,46;0,54;58,20;41,06;17,81;2,96;3,11;0,08;0,07;1,22;-11,14;-0,65;0,79;35,93;7,84;22,59;0,22;0,51;0,44;15,13;1,48;11.602.565,89;2,72;0,98;-0,47;1.090.567.663,24
WLMM3;22,17;5,49;7,12;1,40;1,15;13,88;7,94;6,36;5,71;5,26;-0,62;-0,15;0,45;2,77;-2,33;5,59;19,63;16,16;17,00;0,82;0,18;2,54;34,55;;2.227,00;15,87;3,11;0,33;831.522.242,90
WLMM4;23,20;3,25;7,45;1,46;1,20;13,88;7,94;6,36;5,97;5,26;-0,62;-0,15;0,47;2,90;-2,43;5,59;19,63;16,16;17,00;0,82;0,18;2,54;34,55;;30.875,96;15,87;3,11;0,35;831.522.242,90
YDUQ3;9,97;1,27;-65,05;0,98;0,31;55,27;12,65;-1,05;5,40;12,72;7,30;1,33;0,68;2,89;-0,43;1,64;-1,51;-0,48;5,81;0,32;0,68;0,46;6,64;;74.386.598,54;10,15;-0,15;0,48;3.097.070.287,02
ZAMP3;4,94;;-18,34;0,93;0,34;64,12;2,11;-2,11;18,40;26,16;7,16;0,36;0,39;9,27;-0,45;1,17;-5,09;-1,86;2,48;0,36;0,64;0,88;14,59;;8.069.070,89;5,29;-0,27;0,23;1.404.312.779,70
